1, 19.0, 2.0, 1, 2, 6.0, 1, 0, 0.0, 0.0, 0
1, 20.0, 53.0, 1, 2, 9.0, 2, 0, 7.0, 0.0, 0
1, 26.0, 93.0, 1, 2, 13.0, 3, 0, 4.576491222541474, 0.0, 0
1, 0.0, 21.0, 1, 2, 12.0, 4, 0, 0.0, 0.0, 0
1, 35.0, 30.0, 1, 2, 12.0, 5, 0, 1.4, 0.0, 0
1, 41.0, 97.0, 1, 2, 11.0, 6, 0, 0.0, 0.0, 0
1, 9.0, 5.0, 1, 2, 7.0, 7, 0, 1.2480754415067656, 0.0, 0
1, 22.0, 53.0, 1, 2, 8.0, 8, 0, 9.5, 0.0, 0
1, 3.0, 37.0, 1, 2, 8.0, 9, 0, 0.0, 0.0, 0
1, 22.0, 38.0, 1, 2, 13.0, 10, 0, 3.1928394874345347, 0.0, 0
1, 27.0, 96.0, 1, 2, 10.0, 11, 0, 5.161412421096673, 0.0, 0
1, 36.0, 60.0, 1, 2, 5.0, 12, 0, 1.0932163332202425, 0.0, 0
1, 18.0, 70.0, 1, 2, 4.0, 13, 0, 0.0, 0.0, 0
1, 36.0, 40.0, 2, 2, 5.0, 14, 0, 2.005268478000964, 0.0, 1
1, 30.0, 89.0, 2, 2, 8.0, 15, 0, 3.611161367453505, 0.0, 2
1, 11.0, 58.0, 2, 2, 3.0, 16, 0, 0.0, 0.0, 3
1, 21.0, 43.0, 2, 2, 14.0, 17, 0, 3.5495097567963927, 0.0, 4
1, 23.0, 21.0, 2, 2, 9.0, 18, 0, 0.0, 0.0, 5
1, 32.0, 65.0, 2, 2, 7.0, 19, 0, 0.7808688094430304, 0.7808688094430304, 6
1, 36.0, 70.0, 2, 2, 5.0, 20, 0, 0.0, 1.0932163332202425, 6
1, 35.0, 35.0, 2, 2, 7.0, 21, 0, 3.8455712306661973, 0.0, 7
1, 47.0, 83.0, 2, 2, 7.0, 22, 0, 0.0, 0.0, 8
1, 30.0, 42.0, 2, 2, 4.0, 23, 0, 3.0577470716236927, 0.0, 9
1, 41.0, 10.0, 3, 2, 9.0, 24, 0, 0.0, 0.0, 0
1, 9.0, 15.0, 3, 2, 7.0, 25, 0, 1.590990257669732, 0.0, 0
1, 47.0, 50.0, 3, 2, 6.0, 26, 0, 0.0, 0.0, 0
1, 25.0, 53.0, 3, 2, 15.0, 27, 0, 4.466666666666667, 0.0, 0
1, 13.0, 43.0, 3, 2, 8.0, 28, 0, 1.75, 0.0, 0
1, 13.0, 11.0, 3, 2, 9.0, 29, 0, 2.208162210470609, 0.0, 0
1, 36.0, 40.0, 2, 1, 0.0, 10001, 1, 2.005268478000964, 500.0, 1
1, 36.0, 40.0, 2, 1, 0.0, 10002, 1, 2.005268478000964, 500.0, 1
1, 36.0, 40.0, 2, 1, 0.0, 10003, 1, 2.005268478000964, 500.0, 1
1, 30.0, 89.0, 2, 1, 0.0, 10004, 2, 3.611161367453505, 800.0, 2
1, 30.0, 89.0, 2, 1, 0.0, 10005, 2, 3.611161367453505, 800.0, 2
1, 30.0, 89.0, 2, 1, 0.0, 10006, 2, 3.611161367453505, 800.0, 2
1, 30.0, 89.0, 2, 1, 0.0, 10007, 2, 3.611161367453505, 800.0, 2
1, 30.0, 89.0, 2, 1, 0.0, 10008, 2, 3.611161367453505, 800.0, 2
1, 11.0, 58.0, 2, 1, 0.0, 10009, 3, 0.0, 300.0, 3
1, 11.0, 58.0, 2, 1, 0.0, 10010, 3, 0.0, 300.0, 3
1, 21.0, 43.0, 2, 1, 0.0, 10011, 4, 3.5495097567963927, 1400.0, 4
1, 21.0, 43.0, 2, 1, 0.0, 10012, 4, 3.5495097567963927, 1400.0, 4
1, 21.0, 43.0, 2, 1, 0.0, 10013, 4, 3.5495097567963927, 1400.0, 4
1, 21.0, 43.0, 2, 1, 0.0, 10014, 4, 3.5495097567963927, 1400.0, 4
1, 21.0, 43.0, 2, 1, 0.0, 10015, 4, 3.5495097567963927, 1400.0, 4
1, 21.0, 43.0, 2, 1, 0.0, 10016, 4, 3.5495097567963927, 1400.0, 4
1, 21.0, 43.0, 2, 1, 0.0, 10017, 4, 3.5495097567963927, 1400.0, 4
1, 21.0, 43.0, 2, 1, 0.0, 10018, 4, 3.5495097567963927, 1400.0, 4
1, 21.0, 43.0, 2, 1, 0.0, 10019, 4, 3.5495097567963927, 1400.0, 4
1, 23.0, 21.0, 2, 1, 0.0, 10020, 5, 0.0, 900.0, 5
1, 23.0, 21.0, 2, 1, 0.0, 10021, 5, 0.0, 900.0, 5
1, 23.0, 21.0, 2, 1, 0.0, 10022, 5, 0.0, 900.0, 5
1, 23.0, 21.0, 2, 1, 0.0, 10023, 5, 0.0, 900.0, 5
1, 23.0, 21.0, 2, 1, 0.0, 10024, 5, 0.0, 900.0, 5
1, 23.0, 21.0, 2, 1, 0.0, 10025, 5, 0.0, 900.0, 5
1, 34.0, 67.5, 2, 1, 0.0, 10026, 6, 0.6441566264008308, 3.7481702853265455, 6
1, 34.0, 67.5, 2, 1, 0.0, 10027, 6, 0.6441566264008308, 3.7481702853265455, 6
1, 34.0, 67.5, 2, 1, 0.0, 10028, 6, 0.6441566264008308, 3.7481702853265455, 6
1, 34.0, 67.5, 2, 1, 0.0, 10029, 6, 0.6441566264008308, 3.7481702853265455, 6
1, 34.0, 67.5, 2, 1, 0.0, 10030, 6, 0.6441566264008308, 3.7481702853265455, 6
1, 35.0, 35.0, 2, 1, 0.0, 10031, 7, 3.8455712306661973, 700.0, 7
1, 35.0, 35.0, 2, 1, 0.0, 10032, 7, 3.8455712306661973, 700.0, 7
1, 35.0, 35.0, 2, 1, 0.0, 10033, 7, 3.8455712306661973, 700.0, 7
1, 35.0, 35.0, 2, 1, 0.0, 10034, 7, 3.8455712306661973, 700.0, 7
1, 47.0, 83.0, 2, 1, 0.0, 10035, 8, 0.0, 700.0, 8
1, 47.0, 83.0, 2, 1, 0.0, 10036, 8, 0.0, 700.0, 8
1, 47.0, 83.0, 2, 1, 0.0, 10037, 8, 0.0, 700.0, 8
1, 47.0, 83.0, 2, 1, 0.0, 10038, 8, 0.0, 700.0, 8
1, 30.0, 42.0, 2, 1, 0.0, 10039, 9, 3.0577470716236927, 400.0, 9
1, 30.0, 42.0, 2, 1, 0.0, 10040, 9, 3.0577470716236927, 400.0, 9
1, 4.723611107388534, 0.10455022754022603, 3, 1, 0.0, 10041, 0, 1.076885731485349, 0.0, 0
1, 1.6089214468845603, 1.0402497127325605, 3, 1, 0.0, 10042, 0, 0.8348274181895414, 0.0, 0
1, 4.851074157693953, 3.0424990774571237, 3, 1, 0.0, 10043, 0, 1.525876884966166, 0.0, 0
1, 0.47980328713804143, 2.064576942977292, 3, 1, 0.0, 10044, 0, 0.0, 0.0, 0
1, 0.3446059454948375, 0.6573054139493556, 3, 1, 0.0, 10045, 0, 0.0, 0.0, 0
1, 3.2549664432619023, 4.245623139383562, 3, 1, 0.0, 10046, 0, 1.2080733261760328, 0.0, 0
1, 4.739664038252852, 4.56295498115381, 3, 1, 0.0, 10047, 0, 1.634485077751553, 0.0, 0
1, 4.471705849393383, 4.077867600378294, 3, 1, 0.0, 10048, 0, 1.5147479059343985, 0.0, 0
1, 4.361310050000971, 4.780296487587875, 3, 1, 0.0, 10049, 0, 1.5073569873548993, 0.0, 0
1, 2.807779597684525, 2.6385608260652282, 3, 1, 0.0, 10050, 0, 1.056250508984091, 0.0, 0
