0.999941165,0.999890639,0.999799789,0.999640111,0.999366909,0.998913715,0.998187405,0.997065574,0.995397428,0.993008406,0.989707777,0.985298429,0.979589167,0.972411072,0.963639811,0.953224698,0.94122299,0.927835066,0.913433436,0.898576961,0.884001959,0.870584397,0.859271754,0.850988285,0.846522529,0.846410646,0.850834191,0.859555513,0.871914955,0.88690571,0.903321568,0.919945617,0.935729108,0.94991275,0.962067338,0.972061869,0.979987973,0.986072893,0.990604197,0.993876789,0.99616279,0.997699133,0.998685595,0.999286453,0.999631877,0.999819007,0.999914735,0.999961149,0.999982458,0.999991436,0.999994193,0.999993106,0.999988286,0.999978005,0.999958328,0.999921987,0.999856333,0.999740021,0.999537946,0.999193793,0.998619538,0.997681341,0.996181881,0.993840705,0.990277382,0.985007995,0.977473365,0.967123224,0.953573235,0.936815881,0.917401735,0.896460458,0.875479769,0.855914909,0.838830132,0.824740427,0.813668675,0.805317275,0.799245266,0.794994952,0.792161109,0.790418209,0.78952343,0.78930759,0.789659818,0.790507468,0.791791667,0.793441064,0.795350426,0.797372516,0.799327296,0.801023319,0.802279682,0.802938517,0.802865217,0.801939788,0.80004461,0.797052562,0.792817431,0.787167114
0.999951569,0.999910333,0.999836497,0.999707229,0.999486797,0.999122057,0.998538292,0.997636566,0.996293509,0.994363822,0.991685123,0.988084747,0.983388895,0.977435525,0.970092774,0.961284126,0.951019836,0.939431683,0.926805307,0.913601888,0.900459764,0.888167594,0.877604517,0.869648973,0.865065471,0.864386039,0.867808852,0.875138872,0.885791616,0.898869178,0.913297873,0.927995802,0.942027114,0.954705408,0.96562942,0.974658337,0.981849964,0.987387797,0.991516393,0.994494494,0.996566978,0.997951571,0.998834293,0.999368337,0.999673873,0.999839104,0.999923767,0.999965002,0.999984048,0.999992105,0.999994528,0.999993369,0.999988615,0.999978516,0.999959185,0.999923497,0.999859111,0.999745332,0.999548347,0.999214298,0.998659612,0.997758097,0.996324862,0.994098403,0.990724984,0.985754337,0.978662568,0.968923647,0.956146094,0.940263065,0.921709179,0.90146981,0.880915438,0.86145936,0.844206272,0.829760282,0.818236958,0.809404557,0.802851339,0.798115383,0.79476114,0.792413396,0.790765668,0.789576803,0.788664008,0.787895668,0.787183759,0.786473723,0.785730093,0.784918908,0.783991234,0.782872722,0.781461139,0.779629691,0.777232007,0.774105485,0.770071878,0.764935614,0.758481168,0.750470915
0.999960844,0.999927744,0.999868659,0.999765484,0.999589884,0.999299601,0.998834905,0.998116002,0.997042159,0.995492833,0.993330685,0.990406287,0.986564896,0.981656493,0.975550716,0.968158095,0.959457841,0.949530425,0.938590507,0.927012868,0.915341752,0.904273729,0.894607038,0.887156886,0.882645487,0.881585313,0.884180768,0.890274133,0.899354241,0.910631426,0.923163681,0.936003283,0.948327618,0.959525604,0.969228237,0.977290065,0.983739892,0.988721255,0.992438293,0.995115123,0.996970013,0.998201302,0.998980448,0.999448561,0.999715066,0.999858928,0.999932761,0.999968885,0.999985671,0.999992793,0.999994872,0.999993633,0.999988935,0.999979001,0.99995998,0.999924862,0.999861579,0.999750013,0.99955752,0.999232486,0.998695415,0.997827138,0.996454196,0.994332595,0.991133487,0.986438618,0.979759254,0.970597349,0.958564609,0.9435525,0.925900132,0.906461616,0.886486136,0.867323726,0.850091406,0.835459833,0.823625865,0.814421655,0.807467389,0.802300304,0.79845655,0.795511522,0.793094328,0.790891243,0.788648311,0.786177675,0.78336619,0.780179338,0.776651431,0.772857672,0.768873801,0.764737287,0.760423163,0.755838618,0.750831268,0.745202636,0.738720406,0.73112693,0.722144521,0.711479556
0.999968879,0.999942719,0.99989612,0.999814865,0.999676656,0.999448092,0.999081623,0.998513106,0.997660536,0.996424308,0.994688992,0.992326569,0.989201451,0.985178261,0.980133824,0.973974819,0.966661798,0.958238686,0.948864485,0.938840858,0.928626454,0.918827417,0.910155422,0.903350836,0.899078861,0.897817826,0.899766337,0.904795356,0.912461018,0.922077163,0.932829286,0.943900747,0.954581369,0.964337612,0.972837562,0.979937189,0.985642149,0.990060718,0.993359868,0.995730968,0.997366353,0.998444654,0.999121827,0.999525863,0.999754784,0.999878146,0.999941561,0.999972728,0.999987296,0.999993488,0.999995218,0.999993892,0.999989244,0.999979456,0.999960701,0.999926061,0.999863695,0.999753983,0.999565312,0.99924808,0.998726475,0.997887707,0.99656875,0.994541688,0.991500801,0.987058237,0.98076018,0.972139885,0.960821809,0.946672871,0.929958218,0.91141767,0.892181055,0.873518577,0.856531861,0.841931426,0.829977948,0.820560203,0.813329818,0.807825519,0.803557771,0.800054636,0.796882654,0.793658051,0.790059726,0.785849076,0.780893432,0.775181502,0.76881584,0.761974318,0.754848453,0.747580222,0.740219192,0.732709034,0.724897869,0.716560159,0.707419548,0.697167523,0.68547751,0.672016676
0.999975656,0.999955281,0.999919028,0.99985584,0.999748309,0.999570204,0.999283874,0.998837977,0.998166035,0.997186126,0.995801829,0.993904417,0.99137659,0.988098519,0.983957454,0.978862307,0.972764136,0.965682277,0.957733753,0.94916067,0.940347133,0.931815156,0.924190015,0.918131337,0.914236916,0.912938491,0.914416674,0.91856044,0.924984136,0.933097036,0.942205,0.951617113,0.960733388,0.969099389,0.976425123,0.982574565,0.987536849,0.991390444,0.994268946,0.99633308,0.997749874,0.998677764,0.999256169,0.999598996,0.999792368,0.999896419,0.99995,0.999976453,0.999988886,0.999994172,0.999995556,0.999994141,0.999989534,0.999979876,0.999961347,0.999927096,0.999865459,0.999757232,0.999571697,0.999261022,0.998752683,0.997939633,0.99666831,0.994725514,0.99182699,0.987613767,0.98166666,0.973553151,0.962919171,0.949623287,0.933878398,0.916329751,0.897995118,0.880053822,0.863566611,0.849254866,0.837420341,0.827995671,0.820659634,0.814953276,0.810364583,0.806378525,0.802504178,0.798294046,0.793367568,0.787443667,0.780377033,0.772182482,0.76302791,0.753185713,0.742952888,0.732567512,0.722150134,0.71168299,0.701021557,0.689923472,0.678081055,0.665150011,0.65077288,0.634599321
0.999981239,0.999965584,0.999937742,0.999889195,0.999806468,0.999669112,0.999447503,0.99910078,0.998575338,0.99780417,0.996707237,0.995192917,0.993160795,0.990506389,0.9871289,0.982943255,0.97789749,0.971995604,0.965324204,0.958078505,0.950580018,0.943275726,0.936708941,0.931457489,0.928045648,0.926848995,0.928019067,0.931451722,0.936808886,0.943585139,0.951197398,0.959073112,0.96671852,0.973758603,0.979949457,0.985169568,0.989398511,0.992690897,0.995151098,0.996911404,0.998114066,0.998896736,0.999381289,0.999666783,0.999827192,0.999913415,0.999957904,0.999979968,0.999990392,0.999994813,0.999995864,0.999994365,0.999989798,0.999980262,0.999961931,0.999927998,0.999866933,0.999759874,0.999576861,0.999271608,0.998774511,0.997983671,0.996754096,0.994886065,0.992115296,0.988110347,0.982486402,0.974847743,0.96486953,0.952416753,0.937670815,0.921203173,0.90393075,0.886936272,0.871217862,0.857478716,0.846035555,0.836847599,0.829612975,0.823874444,0.819101495,0.814742814,0.810258826,0.805148706,0.79898367,0.791450731,0.782399533,0.771873338,0.760101495,0.747442116,0.734287161,0.720962291,0.707655066,0.694387704,0.681029322,0.667330947,0.652966993,0.637573673,0.620781694,0.602244699
0.99998574,0.999973868,0.999952748,0.999915888,0.999852951,0.999748131,0.999578299,0.999311168,0.998903802,0.998301752,0.997439022,0.996238983,0.994616453,0.992481448,0.989745493,0.986331641,0.982189245,0.977313849,0.971770978,0.965720099,0.959431745,0.953288139,0.947757657,0.943338731,0.940479623,0.93949322,0.940493032,0.943371831,0.947828815,0.953433355,0.959703122,0.966175018,0.97245566,0.978247842,0.983356377,0.987679855,0.991194959,0.993938465,0.995989812,0.997455107,0.998452336,0.999097837,0.999495183,0.999728161,0.999858679,0.999928809,0.999965081,0.999983155,0.999991737,0.999995357,0.999996102,0.99999453,0.999990014,0.999980606,0.999962474,0.999928835,0.999868267,0.999762188,0.999581291,0.999280656,0.998793282,0.998021917,0.996829378,0.995028378,0.99237336,0.988559296,0.983235568,0.976045467,0.966700004,0.955083352,0.941363943,0.926059252,0.909998277,0.894165639,0.879479606,0.866598537,0.855827533,0.84713297,0.840222507,0.834639435,0.829839966,0.825246103,0.82028208,0.814407741,0.807160049,0.798205971,0.787397627,0.774808323,0.760724513,0.745581505,0.729856506,0.713954745,0.698126427,0.682433762,0.666763778,0.650868901,0.634416771,0.617037684,0.598365561,0.578073006
0.999989301,0.999980408,0.999964582,0.999936921,0.999889582,0.999810464,0.999681675,0.99947793,0.999165121,0.998699352,0.998026621,0.997083331,0.995797836,0.994093455,0.991893694,0.98913068,0.985757813,0.981767098,0.977210246,0.972220287,0.967027245,0.961958716,0.957416138,0.953822878,0.951551218,0.950847682,0.951781715,0.954235804,0.957938385,0.962524537,0.967602638,0.972809153,0.9778432,0.982481201,0.986576806,0.990052377,0.992887254,0.995105938,0.996767151,0.997953155,0.998758386,0.999277701,0.999596104,0.999782196,0.999886286,0.999942255,0.999971295,0.999985842,0.999992786,0.999995696,0.999996175,0.999994558,0.99999012,0.999980875,0.999962988,0.999929706,0.999869701,0.999764655,0.999585862,0.999289655,0.998811431,0.998058225,0.996900104,0.995161429,0.992614431,0.988979675,0.983940652,0.977181438,0.968454097,0.957672072,0.945005764,0.930935351,0.916214015,0.901729201,0.88830675,0.876538161,0.866693311,0.858727581,0.852348917,0.847100889,0.842433482,0.83775421,0.832466388,0.826006848,0.817893496,0.807785106,0.795542985,0.781271347,0.765309493,0.748162459,0.730384247,0.71245211,0.694673487,0.677147969,0.659780948,0.642329662,0.624460824,0.605806025,0.586009277,0.564766293
0.999992069,0.999985487,0.999973767,0.999953255,0.999918063,0.999859033,0.999762477,0.999608801,0.999371188,0.99901459,0.998495215,0.997760734,0.99675141,0.995402543,0.993648868,0.991431772,0.988710265,0.985476173,0.98177283,0.977714259,0.973498785,0.969408351,0.965785024,0.962981882,0.961296741,0.960908713,0.96184084,0.963962375,0.967026947,0.970729099,0.974759036,0.97884226,0.982760367,0.986356143,0.989528883,0.992225554,0.994431745,0.996164248,0.99746504,0.998395112,0.999026607,0.999433454,0.999682559,0.99982803,0.99990944,0.999953322,0.999976198,0.999987737,0.999993286,0.9999956,0.999995878,0.999994265,0.999989959,0.999980954,0.999963431,0.99993069,0.999871536,0.999767946,0.99959185,0.999300837,0.998832652,0.998098465,0.996975295,0.995298693,0.992858093,0.989399122,0.984639313,0.978304655,0.970191656,0.960249714,0.948661331,0.935881086,0.922595418,0.909596224,0.897608806,0.887142262,0.878413923,0.871354878,0.865667515,0.860897928,0.85649897,0.851877579,0.846432609,0.839594563,0.830876924,0.819940915,0.806662562,0.791177429,0.773874123,0.755321343,0.736142529,0.716879097,0.697888029,0.679299594,0.661032631,0.642846459,0.624405909,0.605343391,0.58531092,0.564021021
0.999994179,0.999989362,0.999980782,0.99996575,0.999939901,0.999896393,0.999824888,0.999710395,0.999532092,0.999262322,0.998865964,0.998300398,0.9975163,0.996459641,0.995075444,0.993314072,0.991140886,0.988549699,0.985579334,0.982330391,0.978976325,0.975760508,0.972971691,0.970896796,0.969761538,0.969679391,0.970629259,0.972469632,0.974980121,0.977911657,0.9810285,0.984133911,0.98707974,0.989764737,0.992127177,0.994136249,0.995784966,0.997085608,0.998067034,0.998771955,0.99925233,0.999562688,0.999753176,0.999864721,0.999927381,0.999961342,0.999979187,0.999988289,0.999992727,0.999994596,0.999994767,0.999993239,0.999989159,0.99998053,0.999963585,0.999931738,0.99987401,0.99977279,0.999600788,0.999317015,0.998861713,0.998150298,0.997066765,0.99545776,0.993129692,0.989852941,0.985378847,0.979475487,0.971984919,0.962895151,0.952405253,0.940949851,0.929153473,0.917713834,0.907252002,0.898186828,0.890674333,0.884615368,0.879706149,0.875500675,0.871465209,0.867020152,0.861575439,0.854570227,0.845526122,0.834115587,0.820233903,0.804048718,0.785995721,0.766702667,0.746855444,0.72705014,0.707681858,0.688899611,0.670624912,0.652610551,0.634512854,0.615959004,0.59660138,0.57615775
