num,x,y,spp,dbh01,dbh04,hgt,sprout,sc,Crd1,Crd2,Crd3,Crd4,Crd5,Crd6,Crd7,Crd8,Crd9,crd
263,34.36646102,3.357158848,lc,24.25521333,24.66901618,20.5,0,0.0,14.472845078592957,14.74608855750415,17.46806086443598,0.0,4.827396372315151,11.183165642428623,7.466394937293288,5.485474424660248,22.093362077428836,97.74278795465924
200,34.83402169,48.30568085,lc,10.21774735,10.40873328,9.5,0,0.0,91.00568399192517,8.195879944903853,25.059250406242743,6.012067286308907,7.728582224372636,6.71426186094749,26.89345431668385,15.204385433280725,9.053935776094209,195.8675012407596
264,34.98567263,3.960213493,lc,12.50957853,12.50957853,8.9,0,0.0,28.061852286346593,17.593072505965097,18.56222596143442,2.2308745104229146,6.906059336660157,7.310314632912821,8.361104428487499,12.665444990944797,11.458440800342448,113.14938945351672
198,35.08632801,47.40065317,lc,19.03493119,19.22591713,17.7,0,0.0,45.40237424899973,21.61684811067117,19.84334937214408,4.418026783966068,11.433169645364577,7.889541497781446,23.053173550601194,12.236512503026958,13.637603484593138,159.53059919714835
199,35.21219557,48.02607734,lc,22.02704412,22.18619907,17.0,0,0.0,89.54784118786813,8.028018877393926,15.448817142303971,19.371138671982624,4.104651625415532,2.820058165914499,29.541708418551245,7.279138085431315,14.50945056455137,190.65082273941263
201,35.49379779,48.33178168,lc,15.78817035,15.9473253,9.7,0,0.0,78.10528865895243,21.012970193467755,7.4537362975057775,24.781322362925685,11.361499928198004,5.51507967364922,12.328441920553654,15.850178435537497,14.779557929612539,191.18807540040254
207,35.66662463,38.32146931,lc,12.00028271,11.7456348,10.0,0,0.0,34.13353646599692,0.0,0.0,15.282037497286325,16.443802581068404,2.7814210785279547,1.8366677544987295,17.517970550125277,8.038253313467276,96.0336892409709
202,36.09298382,48.96555343,bp,8.403380995,8.880845825,8.0,202,0.0,18.10205161736932,45.91300364093764,12.819897569227308,7.700863737559655,27.02697031360361,6.627927203540652,5.9573290755932495,16.96457780266902,9.175406518460091,150.28802747896054
206,36.28769853,37.83497177,lc,26.92901637,27.31098823,18.2,0,0.0,15.210807623125127,0.0,4.3800088335050855,0.0,21.74928338544133,7.612490615341061,9.186689227357451,8.20612837717654,10.427851376448299,76.7732594383949
254,36.59533789,19.5088525,lc,29.76197436,30.04845326,19.7,0,0.0,0.0,13.350124875782276,8.52184620301081,0.0,3.7186623051673453,17.972881213262923,10.867485602904093,6.922596417969535,3.2859394741896617,64.63953609228666
169,36.64728811,41.99428201,lc,22.95014279,22.85464983,18.5,0,0.0,0.0,7.354977941160555,12.832761308612971,7.329599156839238,14.164346325646756,16.484117052591458,16.64635936512446,6.8197439632466565,11.507807450372539,93.13971256359463
