pre1,pre2,kyori
静岡県,鹿児島県,821.3
静岡県,沖縄県,1411.6
愛知県,北海道,955.4
愛知県,青森県,711
愛知県,岩手県,626.9
愛知県,宮城県,492.8
愛知県,秋田県,577.5
愛知県,山形県,459
愛知県,福島県,427.9
愛知県,茨城県,345.1
愛知県,栃木県,309.7
愛知県,群馬県,236.6
愛知県,埼玉県,259.8
愛知県,千葉県,296
愛知県,東京都,259.1
愛知県,神奈川県,250.5
愛知県,新潟県,356.6
愛知県,富山県,170.3
愛知県,石川県,159
愛知県,福井県,116.1
愛知県,山梨県,160.2
愛知県,長野県,199.7
愛知県,岐阜県,28.8
愛知県,静岡県,136.5
愛知県,愛知県,0
愛知県,三重県,61.8
愛知県,滋賀県,96.7
愛知県,京都府,106.4
愛知県,大阪府,138
愛知県,兵庫県,166.5
愛知県,奈良県,112.4
愛知県,和歌山県,191.3
愛知県,鳥取県,245.2
愛知県,島根県,352.1
愛知県,岡山県,277.6
愛知県,広島県,416.2
愛知県,山口県,510.1
愛知県,徳島県,248.2
愛知県,香川県,278.2
愛知県,愛媛県,408.1
愛知県,高知県,358.7
愛知県,福岡県,621.5
愛知県,佐賀県,645.3
愛知県,長崎県,704
愛知県,熊本県,628.2
愛知県,大分県,533.2
愛知県,宮崎県,624.9
愛知県,鹿児島県,714.1
愛知県,沖縄県,1328.9
三重県,北海道,1015.5
三重県,青森県,772.1
三重県,岩手県,688.6
三重県,宮城県,553.9
三重県,秋田県,638.8
三重県,山形県,520.5
三重県,福島県,488.7
三重県,茨城県,399.3
三重県,栃木県,367.2
三重県,群馬県,295.8
三重県,埼玉県,311.8
三重県,千葉県,343.3
三重県,東京都,308.7
三重県,神奈川県,296.6
三重県,新潟県,418.2
三重県,富山県,227.1
三重県,石川県,207.1
三重県,福井県,150.4
三重県,山梨県,214.3
三重県,長野県,261.4
三重県,岐阜県,75.9
三重県,静岡県,173.6
三重県,愛知県,61.8
三重県,三重県,0
三重県,滋賀県,66
三重県,京都府,76
三重県,大阪府,90.7
三重県,兵庫県,121.5
三重県,奈良県,62.1
三重県,和歌山県,135.3
三重県,鳥取県,224
三重県,島根県,325.8
三重県,岡山県,235.9
三重県,広島県,373.4
三重県,山口県,466.7
三重県,徳島県,193.8
三重県,香川県,230.4
三重県,愛媛県,358.4
三重県,高知県,303.7
三重県,福岡県,575.1
三重県,佐賀県,596.7
三重県,長崎県,653.3
三重県,熊本県,575.9
三重県,大分県,481.7
三重県,宮崎県,567.3
三重県,鹿児島県,656.9
三重県,沖縄県,1267.7
滋賀県,北海道,1012.1
滋賀県,青森県,774.8
滋賀県,岩手県,700.6
滋賀県,宮城県,575.6
滋賀県,秋田県,643.6
滋賀県,山形県,539
滋賀県,福島県,512.9
滋賀県,茨城県,440.2
滋賀県,栃木県,402.2
滋賀県,群馬県,327.3
滋賀県,埼玉県,356.1
滋賀県,千葉県,392.6
滋賀県,東京都,355.7
滋賀県,神奈川県,347.1
滋賀県,新潟県,428.2
滋賀県,富山県,223.4
滋賀県,石川県,189.2
滋賀県,福井県,122
滋賀県,山梨県,256.1
滋賀県,長野県,277.6
滋賀県,岐阜県,88.8
滋賀県,静岡県,229.6
滋賀県,愛知県,96.7
滋賀県,三重県,66
滋賀県,滋賀県,0
滋賀県,京都府,10.5
滋賀県,大阪府,47.5
滋賀県,兵庫県,71.7
滋賀県,奈良県,35.6
滋賀県,和歌山県,107.6
滋賀県,鳥取県,158.3
滋賀県,島根県,261.7
滋賀県,岡山県,180.9
滋賀県,広島県,319.5
滋賀県,山口県,413.4
滋賀県,徳島県,159
滋賀県,香川県,182.8
滋賀県,愛媛県,313
滋賀県,高知県,268.3
滋賀県,福岡県,525
滋賀県,佐賀県,549.3
滋賀県,長崎県,608.8
滋賀県,熊本県,533.9
滋賀県,大分県,438.7
滋賀県,宮崎県,536.9
滋賀県,鹿児島県,624.8
滋賀県,沖縄県,1250.5
京都府,北海道,1015.1
京都府,青森県,778.7
京都府,岩手県,705.8
京都府,宮城県,582.2
京都府,秋田県,647.9
京都府,山形県,545.3
京都府,福島県,519.9
京都府,茨城県,449.1
京都府,栃木県,410.6
京都府,群馬県,335.5
京都府,埼玉県,365.4
京都府,千葉県,402.4
京都府,東京都,365.3
京都府,神奈川県,356.9
京都府,新潟県,433.5
京都府,富山県,227.6
京都府,石川県,191.4
京都府,福井県,123.3
京都府,山梨県,265.4
京都府,長野県,284.1
京都府,岐阜県,97.1
京都府,静岡県,239.9
京都府,愛知県,106.4
京都府,三重県,76
京都府,滋賀県,10.5
京都府,京都府,0
京都府,大阪府,43
京都府,兵庫県,63.9
京都府,奈良県,38
京都府,和歌山県,103.4
京都府,鳥取県,148.1
京都府,島根県,251.2
京都府,岡山県,171.2
京都府,広島県,309.8
京都府,山口県,403.7
京都府,徳島県,152.6
京都府,香川県,174.2
京都府,愛媛県,304.3
京都府,高知県,261.2
京都府,福岡県,515.7
京都府,佐賀県,540.2
京都府,長崎県,600
京都府,熊本県,525.6
京都府,大分県,430.3
京都府,宮崎県,530.1
京都府,鹿児島県,617.7
京都府,沖縄県,1245.2
大阪府,北海道,1057.9
大阪府,青森県,821.7
大阪府,岩手県,748.1
大阪府,宮城県,622.8
大阪府,秋田県,690.7
大阪府,山形県,586.4
大阪府,福島県,559.7
大阪府,茨城県,483.1
大阪府,栃木県,446.9
大阪府,群馬県,372.6
大阪府,埼玉県,397.4
大阪府,千葉県,431.6
大阪府,東京都,395.9
大阪府,神奈川県,385.4
大阪府,新潟県,475.7
大阪府,富山県,270.4
大阪府,石川県,234.2
大阪府,福井県,165.7
大阪府,山梨県,298.1
大阪府,長野県,324.9
大阪府,岐阜県,134.7
大阪府,静岡県,263.9
大阪府,愛知県,138
大阪府,三重県,90.7
大阪府,滋賀県,47.5
大阪府,京都府,43
大阪府,大阪府,0
大阪府,兵庫県,30.9
大阪府,奈良県,28.7
大阪府,和歌山県,60.5
大阪府,鳥取県,147.9
大阪府,島根県,241.5
大阪府,岡山県,145.3
大阪府,広島県,282.8
大阪府,山口県,376.2
大阪府,徳島県,112
大阪府,香川県,140.9
大阪府,愛媛県,270.4
大阪府,高知県,222
大阪府,福岡県,485.5
大阪府,佐賀県,508.1
大阪府,長崎県,566.1
大阪府,熊本県,490.2
大阪府,大分県,395.2
大阪府,宮崎県,490.1
大阪府,鹿児島県,578.3
大阪府,沖縄県,1202.9
兵庫県,北海道,1071.6
兵庫県,青森県,838.1
兵庫県,岩手県,767.9
兵庫県,宮城県,645.9
兵庫県,秋田県,708.3
兵庫県,山形県,608.7
兵庫県,福島県,583.8
兵庫県,茨城県,511.3
兵庫県,栃木県,473.8
兵庫県,群馬県,399
兵庫県,埼玉県,426.3
兵庫県,千葉県,461.4
兵庫県,東京都,425.2
兵庫県,神奈川県,415.3
兵庫県,新潟県,495.8
兵庫県,富山県,288.3
兵庫県,石川県,248.3
兵庫県,福井県,179.3
兵庫県,山梨県,326.7
兵庫県,長野県,347.8
兵庫県,岐阜県,160.5
兵庫県,静岡県,294.4
兵庫県,愛知県,166.5
兵庫県,三重県,121.5
兵庫県,滋賀県,71.7
兵庫県,京都府,63.9
兵庫県,大阪府,30.9
兵庫県,兵庫県,0
兵庫県,奈良県,59.5
兵庫県,和歌山県,51.6
兵庫県,鳥取県,124.7
兵庫県,島根県,212.9
兵庫県,岡山県,114.4
兵庫県,広島県,252.1
兵庫県,山口県,345.7
兵庫県,徳島県,90
兵庫県,香川県,111.7
兵庫県,愛媛県,241.7
兵庫県,高知県,197.4
兵庫県,福岡県,455.6
兵庫県,佐賀県,478.8
兵庫県,長崎県,537.6
兵庫県,熊本県,462.4
兵庫県,大分県,367.2
兵庫県,宮崎県,466.5
兵庫県,鹿児島県,553.8
兵庫県,沖縄県,1183.5
奈良県,北海道,1045.4
奈良県,青森県,806.7
奈良県,岩手県,729.9
奈良県,宮城県,601.5
奈良県,秋田県,674.9
奈良県,山形県,566
奈良県,福島県,537.8
奈良県,茨城県,457
奈良県,栃木県,422.1
奈良県,群馬県,348.6
奈良県,埼玉県,370.7
奈良県,千葉県,404
奈良県,東京都,368.7
奈良県,神奈川県,357.6
奈良県,新潟県,457.7
奈良県,富山県,255.5
奈良県,石川県,223.7
奈良県,福井県,157.1
奈良県,山梨県,271.8
奈良県,長野県,304.6
奈良県,岐阜県,112.8
奈良県,静岡県,235.5
奈良県,愛知県,112.4
奈良県,三重県,62.1
奈良県,滋賀県,35.6
奈良県,京都府,38
奈良県,大阪府,28.7
奈良県,兵庫県,59.5
奈良県,奈良県,0
奈良県,和歌山県,79.6
奈良県,鳥取県,171.4
奈良県,島根県,268.3
奈良県,岡山県,173.9
奈良県,広島県,311.3
奈良県,山口県,404.6
奈良県,徳島県,135.8
奈良県,香川県,168.7
奈良県,愛媛県,297.5
奈良県,高知県,246.3
奈良県,福岡県,513.4
奈良県,佐賀県,535.6
奈良県,長崎県,593
奈良県,熊本県,516.4
奈良県,大分県,421.8
奈良県,宮崎県,513
奈良県,鹿児島県,601.9
奈良県,沖縄県,1221.8
和歌山県,北海道,1118.1
和歌山県,青森県,882.1
和歌山県,岩手県,808
和歌山県,宮城県,681
和歌山県,秋田県,751.1
和歌山県,山形県,645.2
和歌山県,福島県,617.3
和歌山県,茨城県,534.4
和歌山県,栃木県,500.8
和歌山県,群馬県,427.8
和歌山県,埼玉県,447.1
和歌山県,千葉県,477.9
和歌山県,東京都,443.9
和歌山県,神奈川県,431.1
和歌山県,新潟県,535.7
和歌山県,富山県,330.8
和歌山県,石川県,294.2
和歌山県,福井県,225.5
和歌山県,山梨県,349.2
和歌山県,長野県,383.7
和歌山県,岐阜県,192.2
和歌山県,静岡県,306.5
和歌山県,愛知県,191.3
和歌山県,三重県,135.3
和歌山県,滋賀県,107.6
和歌山県,京都府,103.4
和歌山県,大阪府,60.5
和歌山県,兵庫県,51.6
和歌山県,奈良県,79.6
和歌山県,和歌山県,0
和歌山県,鳥取県,165.2
和歌山県,島根県,237.9
和歌山県,岡山県,123.1
和歌山県,広島県,250
和歌山県,山口県,340.6
和歌山県,徳島県,58.8
和歌山県,香川県,104.3
和歌山県,愛媛県,225.8
和歌山県,高知県,168.4
和歌山県,福岡県,444.5
和歌山県,佐賀県,463.9
和歌山県,長崎県,519
和歌山県,熊本県,441
和歌山県,大分県,347.2
和歌山県,宮崎県,433.7
和歌山県,鹿児島県,522.8
和歌山県,沖縄県,1143.1
鳥取県,北海道,1038.7
鳥取県,青森県,820.2
鳥取県,岩手県,767.7
鳥取県,宮城県,666
鳥取県,秋田県,697.5
鳥取県,山形県,624.7
鳥取県,福島県,610.2
鳥取県,茨城県,567.9
鳥取県,栃木県,522.2
鳥取県,群馬県,446.1
鳥取県,埼玉県,491.3
鳥取県,千葉県,533.6
鳥取県,東京都,494.6
鳥取県,神奈川県,490.4
鳥取県,新潟県,503.6
鳥取県,富山県,298.6
鳥取県,石川県,246.8
鳥取県,福井県,189.9
鳥取県,山梨県,392.8
鳥取県,長野県,377.3
鳥取県,岐阜県,225.8
鳥取県,静岡県,381.7
鳥取県,愛知県,245.2
鳥取県,三重県,224
鳥取県,滋賀県,158.3
鳥取県,京都府,148.1
鳥取県,大阪府,147.9
鳥取県,兵庫県,124.7
鳥取県,奈良県,171.4
鳥取県,和歌山県,165.2
鳥取県,鳥取県,0
鳥取県,島根県,107.8
鳥取県,岡山県,97.4
鳥取県,広島県,203.7
鳥取県,山口県,292.2
鳥取県,徳島県,162.2
鳥取県,香川県,130.3
鳥取県,愛媛県,228.5
鳥取県,高知県,225.2
鳥取県,福岡県,408.9
鳥取県,佐賀県,440.2
鳥取県,長崎県,505.8
鳥取県,熊本県,441.1
鳥取県,大分県,348.5
鳥取県,宮崎県,476.2
鳥取県,鹿児島県,555
鳥取県,沖縄県,1205.2
島根県,北海道,1104.7
島根県,青森県,897.8
島根県,岩手県,855.4
島根県,宮城県,763
島根県,秋田県,780.6
島根県,山形県,720.6
島根県,福島県,709.8
島根県,茨城県,674.4
島根県,栃木県,627.6
島根県,群馬県,551.8
島根県,埼玉県,598.8
島根県,千葉県,641.4
島根県,東京都,602.3
島根県,神奈川県,598.3
島根県,新潟県,597.9
島根県,富山県,398.5
島根県,石川県,345.4
島根県,福井県,294.2
島根県,山梨県,500.6
島根県,長野県,480.3
島根県,岐阜県,333.5
島根県,静岡県,488.5
島根県,愛知県,352.1
島根県,三重県,325.8
島根県,滋賀県,261.7
島根県,京都府,251.2
島根県,大阪府,241.5
島根県,兵庫県,212.9
島根県,奈良県,268.3
島根県,和歌山県,237.9
島根県,鳥取県,107.8
島根県,島根県,0
島根県,岡山県,120.8
島根県,広島県,131
島根県,山口県,203.1
島根県,徳島県,208.4
島根県,香川県,154.9
島根県,愛媛県,182.8
島根県,高知県,216.7
島根県,福岡県,318.2
島根県,佐賀県,353.3
島根県,長崎県,421.2
島根県,熊本県,365.9
島根県,大分県,280.9
島根県,宮崎県,422.8
島根県,鹿児島県,491.8
島根県,沖縄県,1147.4
岡山県,北海道,1132
岡山県,青森県,909.1
岡山県,岩手県,850.3
岡山県,宮城県,739.1
岡山県,秋田県,783.7
岡山県,山形県,699.6
岡山県,福島県,679.9
岡山県,茨城県,619.3
岡山県,栃木県,578.7
岡山県,群馬県,502.9
岡山県,埼玉県,536.5
岡山県,千葉県,573.5
岡山県,東京都,536.6
岡山県,神奈川県,527.9
岡山県,新潟県,581.5
岡山県,富山県,372.6
岡山県,石川県,324.6
岡山県,福井県,259.7
岡山県,山梨県,436.5
岡山県,長野県,443.3
岡山県,岐阜県,266.9
岡山県,静岡県,408.4
岡山県,愛知県,277.6
岡山県,三重県,235.9
岡山県,滋賀県,180.9
岡山県,京都府,171.2
岡山県,大阪府,145.3
岡山県,兵庫県,114.4
岡山県,奈良県,173.9
岡山県,和歌山県,123.1
岡山県,鳥取県,97.4
岡山県,島根県,120.8
岡山県,岡山県,0
岡山県,広島県,138.6
岡山県,山口県,232.5
岡山県,徳島県,87.6
岡山県,香川県,37
岡山県,愛媛県,140.9
岡山県,高知県,127.8
岡山県,福岡県,344.8
岡山県,佐賀県,370.8
岡山県,長崎県,432.6
岡山県,熊本県,361.5
岡山県,大分県,266.5
岡山県,宮崎県,384.4
岡山県,鹿児島県,466.5
岡山県,沖縄県,1112.1
広島県,北海道,1232.6
広島県,青森県,1020.6
広島県,岩手県,971.2
広島県,宮城県,868.5
広島県,秋田県,899.9
広島県,山形県,827.6
広島県,福島県,811.3
広島県,茨城県,757
広島県,栃木県,715.2
広島県,群馬県,639.1
広島県,埼玉県,674.9
広島県,千葉県,712.1
広島県,東京都,675.1
広島県,神奈川県,666.5
広島県,新潟県,707
広島県,富山県,500.6
広島県,石川県,449.8
広島県,福井県,389.3
広島県,山梨県,574.8
広島県,長野県,576
広島県,岐阜県,404.9
広島県,静岡県,546.5
広島県,愛知県,416.2
広島県,三重県,373.4
広島県,滋賀県,319.5
広島県,京都府,309.8
広島県,大阪府,282.8
広島県,兵庫県,252.1
広島県,奈良県,311.3
広島県,和歌山県,250
広島県,鳥取県,203.7
広島県,島根県,131
広島県,岡山県,138.6
広島県,広島県,0
広島県,山口県,93.9
広島県,徳島県,196.9
広島県,香川県,145.8
広島県,愛媛県,67.7
広島県,高知県,135.7
広島県,福岡県,207.9
広島県,佐賀県,237
広島県,長崎県,302.1
広島県,熊本県,239.1
広島県,大分県,150.5
広島県,宮崎県,292.1
広島県,鹿児島県,361.3
広島県,沖縄県,1016.7
山口県,北海道,1306.1
山口県,青森県,1100.9
山口県,岩手県,1056.6
山口県,宮城県,958.2
山口県,秋田県,983
山口県,山形県,916.8
山口県,福島県,902.2
山口県,茨城県,850.6
山口県,栃木県,808.4
山口県,群馬県,732.2
山口県,埼玉県,768.7
山口県,千葉県,806
山口県,東京都,769
山口県,神奈川県,760.3
山口県,新潟県,795.3
山口県,富山県,590.7
山口県,石川県,539
山口県,福井県,480.5
山口県,山梨県,668.7
山口県,長野県,667.7
山口県,岐阜県,498.7
山口県,静岡県,640.1
山口県,愛知県,510.1
山口県,三重県,466.7
山口県,滋賀県,413.4
山口県,京都府,403.7
山口県,大阪府,376.2
山口県,兵庫県,345.7
山口県,奈良県,404.6
山口県,和歌山県,340.6
山口県,鳥取県,292.2
山口県,島根県,203.1
山口県,岡山県,232.5
山口県,広島県,93.9
山口県,山口県,0
山口県,徳島県,285.2
山口県,香川県,237.5
山口県,愛媛県,125.5
山口県,高知県,202.8
山口県,福岡県,116.7
山口県,佐賀県,150.3
山口県,長崎県,218.2
山口県,熊本県,169
山口県,大分県,105.9
山口県,宮崎県,252.3
山口県,鹿児島県,303.5
山口県,沖縄県,956.1
徳島県,北海道,1159.9
徳島県,青森県,927.8
徳島県,岩手県,857.9
徳島県,宮城県,734.6
徳島県,秋田県,798.2
徳島県,山形県,697.8
徳島県,福島県,671.7
徳島県,茨城県,592.4
徳島県,栃木県,557.8
徳島県,群馬県,484.1
徳島県,埼玉県,505.4
徳島県,千葉県,536.7
徳島県,東京都,502.5
徳島県,神奈川県,489.9
徳島県,新潟県,585.7
徳島県,富山県,378.3
徳島県,石川県,337.6
徳島県,福井県,268.7
徳島県,山梨県,407.1
徳島県,長野県,436.6
徳島県,岐阜県,246.7
徳島県,静岡県,365.3
徳島県,愛知県,248.2
徳島県,三重県,193.8
徳島県,滋賀県,159
徳島県,京都府,152.6
徳島県,大阪府,112
徳島県,兵庫県,90
徳島県,奈良県,135.8
徳島県,和歌山県,58.8
徳島県,鳥取県,162.2
徳島県,島根県,208.4
徳島県,岡山県,87.6
徳島県,広島県,196.9
徳島県,山口県,285.2
徳島県,徳島県,0
徳島県,香川県,56.5
徳島県,愛媛県,167.6
徳島県,高知県,110.5
徳島県,福岡県,386.7
徳島県,佐賀県,405.4
徳島県,長崎県,460.2
徳島県,熊本県,382.2
徳島県,大分県,288.4
徳島県,宮崎県,378.1
徳島県,鹿児島県,466.4
徳島県,沖縄県,1093.4
香川県,北海道,1157.2
香川県,青森県,930.9
香川県,岩手県,868
香川県,宮城県,752.1
香川県,秋田県,803.9
香川県,山形県,713.6
香川県,福島県,691.3
香川県,茨城県,622.9
香川県,栃木県,584.7
香川県,群馬県,509.5
香川県,埼玉県,538
香川県,千葉県,572.6
香川県,東京都,536.7
香川県,神奈川県,526.3
香川県,新潟県,597.5
香川県,富山県,388.4
香川県,石川県,342.7
香川県,福井県,275.6
香川県,山梨県,438.3
香川県,長野県,454.6
香川県,岐阜県,271.3
香川県,静岡県,404
香川県,愛知県,278.2
香川県,三重県,230.4
香川県,滋賀県,182.8
香川県,京都府,174.2
香川県,大阪府,140.9
香川県,兵庫県,111.7
香川県,奈良県,168.7
香川県,和歌山県,104.3
香川県,鳥取県,130.3
香川県,島根県,154.9
香川県,岡山県,37
香川県,広島県,145.8
香川県,山口県,237.5
香川県,徳島県,56.5
香川県,香川県,0
香川県,愛媛県,130.2
香川県,高知県,98.7
香川県,福岡県,344.8
香川県,佐賀県,367.2
香川県,長崎県,426
香川県,熊本県,351.5
香川県,大分県,256.2
香川県,宮崎県,363.7
香川県,鹿児島県,448.6
香川県,沖縄県,1088.7
愛媛県,北海道,1267
愛媛県,青森県,1047.8
愛媛県,岩手県,991
愛媛県,宮城県,879.6
愛媛県,秋田県,923.6
愛媛県,山形県,840.3
愛媛県,福島県,819.8
愛媛県,茨城県,753
愛媛県,栃木県,714.9
愛媛県,群馬県,639.5
愛媛県,埼玉県,667.8
愛媛県,千葉県,701.5
愛媛県,東京都,666.1
愛媛県,神奈川県,655
愛媛県,新潟県,722.4
愛媛県,富山県,513.5
愛媛県,石川県,465.5
愛媛県,福井県,400.6
愛媛県,山梨県,568.3
愛媛県,長野県,583
愛媛県,岐阜県,401.4
愛媛県,静岡県,531.5
愛媛県,愛知県,408.1
愛媛県,三重県,358.4
愛媛県,滋賀県,313
愛媛県,京都府,304.3
愛媛県,大阪府,270.4
愛媛県,兵庫県,241.7
愛媛県,奈良県,297.5
愛媛県,和歌山県,225.8
愛媛県,鳥取県,228.5
愛媛県,島根県,182.8
愛媛県,岡山県,140.9
愛媛県,広島県,67.7
愛媛県,山口県,125.5
愛媛県,徳島県,167.6
愛媛県,香川県,130.2
愛媛県,愛媛県,0
愛媛県,高知県,77.5
愛媛県,福岡県,219.2
愛媛県,佐賀県,238.4
愛媛県,長崎県,295.9
愛媛県,熊本県,221.7
愛媛県,大分県,126.3
愛媛県,宮崎県,248.2
愛媛県,鹿児島県,326.9
愛媛県,沖縄県,977.3
高知県,北海道,1255.8
高知県,青森県,1028.6
高知県,岩手県,963.4
高知県,宮城県,843.3
高知県,秋田県,900.8
高知県,山形県,805.9
高知県,福島県,781.1
高知県,茨城県,702.8
高知県,栃木県,668.4
高知県,群馬県,594.5
高知県,埼玉県,615.5
高知県,千葉県,645.8
高知県,東京都,612.2
高知県,神奈川県,598.9
高知県,新潟県,691.9
高知県,富山県,483.2
高知県,石川県,439.3
高知県,福井県,371.3
高知県,山梨県,517.5
高知県,長野県,545.2
高知県,岐阜県,356.6
高知県,静岡県,473.6
高知県,愛知県,358.7
高知県,三重県,303.7
高知県,滋賀県,268.3
高知県,京都府,261.2
高知県,大阪府,222
高知県,兵庫県,197.4
高知県,奈良県,246.3
高知県,和歌山県,168.4
高知県,鳥取県,225.2
高知県,島根県,216.7
高知県,岡山県,127.8
高知県,広島県,135.7
高知県,山口県,202.8
高知県,徳島県,110.5
高知県,香川県,98.7
高知県,愛媛県,77.5
高知県,高知県,0
高知県,福岡県,289
高知県,佐賀県,302.6
高知県,長崎県,353.4
高知県,熊本県,273.8
高知県,大分県,182
高知県,宮崎県,269.1
高知県,鹿児島県,356.5
高知県,沖縄県,990.8
福岡県,北海道,1417.1
福岡県,青森県,1215.4
福岡県,岩手県,1172.9
福岡県,宮城県,1074.9
福岡県,秋田県,1098.7
福岡県,山形県,1033.5
福岡県,福島県,1018.5
福岡県,茨城県,964.2
福岡県,栃木県,923
福岡県,群馬県,846.9
福岡県,埼玉県,881.1
福岡県,千葉県,917
福岡県,東京都,880.6
福岡県,神奈川県,870.8
福岡県,新潟県,912.1
福岡県,富山県,707.3
福岡県,石川県,655.7
福岡県,福井県,596.7
福岡県,山梨県,781.1
福岡県,長野県,783.7
福岡県,岐阜県,611.8
福岡県,静岡県,748.7
福岡県,愛知県,621.5
福岡県,三重県,575.1
福岡県,滋賀県,525
福岡県,京都府,515.7
福岡県,大阪府,485.5
福岡県,兵庫県,455.6
福岡県,奈良県,513.4
福岡県,和歌山県,444.5
福岡県,鳥取県,408.9
福岡県,島根県,318.2
福岡県,岡山県,344.8
福岡県,広島県,207.9
福岡県,山口県,116.7
福岡県,徳島県,386.7
福岡県,香川県,344.8
福岡県,愛媛県,219.2
福岡県,高知県,289
福岡県,福岡県,0
福岡県,佐賀県,41.1
福岡県,長崎県,108
福岡県,熊本県,95.5
福岡県,大分県,118.4
福岡県,宮崎県,210.3
福岡県,鹿児島県,227.3
福岡県,沖縄県,861.1
佐賀県,北海道,1454.9
佐賀県,青森県,1251.1
佐賀県,岩手県,1206.4
佐賀県,宮城県,1105.5
佐賀県,秋田県,1133.3
佐賀県,山形県,1064.6
佐賀県,福島県,1048.2
佐賀県,茨城県,989.4
佐賀県,栃木県,949.5
佐賀県,群馬県,873.6
佐賀県,埼玉県,905.1
佐賀県,千葉県,939.6
佐賀県,東京都,904
佐賀県,神奈川県,893.2
佐賀県,新潟県,943.7
佐賀県,富山県,737.7
佐賀県,石川県,686.7
佐賀県,福井県,626.2
佐賀県,山梨県,805.4
佐賀県,長野県,812.5
佐賀県,岐阜県,637
佐賀県,静岡県,769.8
佐賀県,愛知県,645.3
佐賀県,三重県,596.7
佐賀県,滋賀県,549.3
佐賀県,京都府,540.2
佐賀県,大阪府,508.1
佐賀県,兵庫県,478.8
佐賀県,奈良県,535.6
佐賀県,和歌山県,463.9
佐賀県,鳥取県,440.2
佐賀県,島根県,353.3
佐賀県,岡山県,370.8
佐賀県,広島県,237
佐賀県,山口県,150.3
佐賀県,徳島県,405.4
佐賀県,香川県,367.2
佐賀県,愛媛県,238.4
佐賀県,高知県,302.6
佐賀県,福岡県,41.1
佐賀県,佐賀県,0
佐賀県,長崎県,68.5
佐賀県,熊本県,65.7
佐賀県,大分県,122.4
佐賀県,宮崎県,182.2
佐賀県,鹿児島県,188.9
佐賀県,沖縄県,820
長崎県,北海道,1523.4
長崎県,青森県,1318.9
長崎県,岩手県,1272.9
長崎県,宮城県,1169.9
長崎県,秋田県,1200.4
長崎県,山形県,1129.4
長崎県,福島県,1111.8
長崎県,茨城県,1048.9
長崎県,栃木県,1010.3
長崎県,群馬県,934.8
長崎県,埼玉県,963.6
長崎県,千葉県,996.6
長崎県,東京都,961.7
長崎県,神奈川県,949.9
長崎県,新潟県,1009.1
長崎県,富山県,802.1
長崎県,石川県,751.7
長崎県,福井県,690.1
長崎県,山梨県,864.2
長崎県,長野県,875.6
長崎県,岐阜県,697.1
長崎県,静岡県,825.5
長崎県,愛知県,704
長崎県,三重県,653.3
長崎県,滋賀県,608.8
長崎県,京都府,600
長崎県,大阪府,566.1
長崎県,兵庫県,537.6
長崎県,奈良県,593
長崎県,和歌山県,519
長崎県,鳥取県,505.8
長崎県,島根県,421.2
長崎県,岡山県,432.6
長崎県,広島県,302.1
長崎県,山口県,218.2
長崎県,徳島県,460.2
長崎県,香川県,426
長崎県,愛媛県,295.9
長崎県,高知県,353.4
長崎県,福岡県,108
長崎県,佐賀県,68.5
長崎県,長崎県,0
長崎県,熊本県,82
長崎県,大分県,171.9
長崎県,宮崎県,173.6
長崎県,鹿児島県,147.1
長崎県,沖縄県,755
熊本県,北海道,1470.5
熊本県,青森県,1259.7
熊本県,岩手県,1208.5
熊本県,宮城県,1100.6
熊本県,秋田県,1138.5
熊本県,山形県,1060.9
熊本県,福島県,1041.2
熊本県,茨城県,973.2
熊本県,栃木県,936.1
熊本県,群馬県,861
熊本県,埼玉県,887.1
熊本県,千葉県,918.9
熊本県,東京都,884.6
熊本県,神奈川県,872.1
熊本県,新潟県,941.9
熊本県,富山県,733.7
熊本県,石川県,684.4
熊本県,福井県,620.9
熊本県,山梨県,788.1
熊本県,長野県,804.5
熊本県,岐阜県,622.6
熊本県,静岡県,747.1
熊本県,愛知県,628.2
熊本県,三重県,575.9
熊本県,滋賀県,533.9
熊本県,京都府,525.6
熊本県,大阪府,490.2
熊本県,兵庫県,462.4
熊本県,奈良県,516.4
熊本県,和歌山県,441
熊本県,鳥取県,441.1
熊本県,島根県,365.9
熊本県,岡山県,361.5
熊本県,広島県,239.1
熊本県,山口県,169
熊本県,徳島県,382.2
熊本県,香川県,351.5
熊本県,愛媛県,221.7
熊本県,高知県,273.8
熊本県,福岡県,95.5
熊本県,佐賀県,65.7
熊本県,長崎県,82
熊本県,熊本県,0
熊本県,大分県,95.4
熊本県,宮崎県,116.7
熊本県,鹿児島県,137.4
熊本県,沖縄県,787
大分県,北海道,1382.7
大分県,青森県,1168.4
大分県,岩手県,1115
大分県,宮城県,1005.6
大分県,秋田県,1046
大分県,山形県,966.1
大分県,福島県,946
大分県,茨城県,878.3
大分県,栃木県,840.9
大分県,群馬県,765.7
大分県,埼玉県,792.5
大分県,千葉県,824.9
大分県,東京都,790.2
大分県,神奈川県,778.2
大分県,新潟県,847.5
大分県,富山県,639
大分県,石川県,590.2
大分県,福井県,526.1
大分県,山梨県,693.3
大分県,長野県,709.3
大分県,岐阜県,527.4
大分県,静岡県,653.6
大分県,愛知県,533.2
大分県,三重県,481.7
大分県,滋賀県,438.7
大分県,京都府,430.3
大分県,大阪府,395.2
大分県,兵庫県,367.2
大分県,奈良県,421.8
大分県,和歌山県,347.2
大分県,鳥取県,348.5
大分県,島根県,280.9
大分県,岡山県,266.5
