year,origin,destination,gender,migration
2016,宮城県,青森県,女,809
2016,秋田県,青森県,総数,922
2016,秋田県,青森県,男,542
2016,秋田県,青森県,女,380
2016,山形県,青森県,総数,319
2016,山形県,青森県,男,194
2016,山形県,青森県,女,125
2016,福島県,青森県,総数,443
2016,福島県,青森県,男,284
2016,福島県,青森県,女,159
2016,茨城県,青森県,総数,311
2016,茨城県,青森県,男,206
2016,茨城県,青森県,女,105
2016,栃木県,青森県,総数,221
2016,栃木県,青森県,男,130
2016,栃木県,青森県,女,91
2016,群馬県,青森県,総数,156
2016,群馬県,青森県,男,95
2016,群馬県,青森県,女,61
2016,埼玉県,青森県,総数,1180
2016,埼玉県,青森県,男,717
2016,埼玉県,青森県,女,463
2016,千葉県,青森県,総数,963
2016,千葉県,青森県,男,580
2016,千葉県,青森県,女,383
2016,東京都,青森県,総数,2710
2016,東京都,青森県,男,1517
2016,東京都,青森県,女,1193
2016,神奈川県,青森県,総数,1626
2016,神奈川県,青森県,男,1050
2016,神奈川県,青森県,女,576
2016,新潟県,青森県,総数,153
2016,新潟県,青森県,男,102
2016,新潟県,青森県,女,51
2016,富山県,青森県,総数,41
2016,富山県,青森県,男,26
2016,富山県,青森県,女,15
2016,石川県,青森県,総数,115
2016,石川県,青森県,男,73
2016,石川県,青森県,女,42
2016,福井県,青森県,総数,43
2016,福井県,青森県,男,32
2016,福井県,青森県,女,11
2016,山梨県,青森県,総数,53
2016,山梨県,青森県,男,27
2016,山梨県,青森県,女,26
2016,長野県,青森県,総数,91
2016,長野県,青森県,男,55
2016,長野県,青森県,女,36
2016,岐阜県,青森県,総数,78
2016,岐阜県,青森県,男,40
2016,岐阜県,青森県,女,38
2016,静岡県,青森県,総数,279
2016,静岡県,青森県,男,167
2016,静岡県,青森県,女,112
2016,愛知県,青森県,総数,321
2016,愛知県,青森県,男,213
2016,愛知県,青森県,女,108
2016,三重県,青森県,総数,66
2016,三重県,青森県,男,45
2016,三重県,青森県,女,21
2016,滋賀県,青森県,総数,44
2016,滋賀県,青森県,男,25
2016,滋賀県,青森県,女,19
2016,京都府,青森県,総数,167
2016,京都府,青森県,男,111
2016,京都府,青森県,女,56
2016,大阪府,青森県,総数,188
2016,大阪府,青森県,男,101
2016,大阪府,青森県,女,87
2016,兵庫県,青森県,総数,110
2016,兵庫県,青森県,男,73
2016,兵庫県,青森県,女,37
2016,奈良県,青森県,総数,59
2016,奈良県,青森県,男,32
2016,奈良県,青森県,女,27
2016,和歌山県,青森県,総数,16
2016,和歌山県,青森県,男,9
2016,和歌山県,青森県,女,7
2016,鳥取県,青森県,総数,18
2016,鳥取県,青森県,男,10
2016,鳥取県,青森県,女,8
2016,島根県,青森県,総数,10
2016,島根県,青森県,男,8
2016,島根県,青森県,女,2
2016,岡山県,青森県,総数,28
2016,岡山県,青森県,男,15
2016,岡山県,青森県,女,13
2016,広島県,青森県,総数,161
2016,広島県,青森県,男,119
2016,広島県,青森県,女,42
2016,山口県,青森県,総数,72
2016,山口県,青森県,男,36
2016,山口県,青森県,女,36
2016,徳島県,青森県,総数,32
2016,徳島県,青森県,男,22
2016,徳島県,青森県,女,10
2016,香川県,青森県,総数,8
2016,香川県,青森県,男,5
2016,香川県,青森県,女,3
2016,愛媛県,青森県,総数,25
2016,愛媛県,青森県,男,12
2016,愛媛県,青森県,女,13
2016,高知県,青森県,総数,14
2016,高知県,青森県,男,10
2016,高知県,青森県,女,4
2016,福岡県,青森県,総数,165
2016,福岡県,青森県,男,106
2016,福岡県,青森県,女,59
2016,佐賀県,青森県,総数,18
2016,佐賀県,青森県,男,10
2016,佐賀県,青森県,女,8
2016,長崎県,青森県,総数,72
2016,長崎県,青森県,男,48
2016,長崎県,青森県,女,24
2016,熊本県,青森県,総数,21
2016,熊本県,青森県,男,12
2016,熊本県,青森県,女,9
2016,大分県,青森県,総数,34
2016,大分県,青森県,男,19
2016,大分県,青森県,女,15
2016,宮崎県,青森県,総数,28
2016,宮崎県,青森県,男,21
2016,宮崎県,青森県,女,7
2016,鹿児島県,青森県,総数,39
2016,鹿児島県,青森県,男,27
2016,鹿児島県,青森県,女,12
2016,沖縄県,青森県,総数,149
2016,沖縄県,青森県,男,77
2016,沖縄県,青森県,女,72
2016,北海道,岩手県,総数,841
2016,北海道,岩手県,男,527
2016,北海道,岩手県,女,314
2016,青森県,岩手県,総数,2040
2016,青森県,岩手県,男,1042
2016,青森県,岩手県,女,998
2016,岩手県,岩手県,総数,0
2016,岩手県,岩手県,男,0
2016,岩手県,岩手県,女,0
2016,宮城県,岩手県,総数,3484
2016,宮城県,岩手県,男,1969
2016,宮城県,岩手県,女,1515
2016,秋田県,岩手県,総数,1062
2016,秋田県,岩手県,男,568
2016,秋田県,岩手県,女,494
2016,山形県,岩手県,総数,484
2016,山形県,岩手県,男,278
2016,山形県,岩手県,女,206
2016,福島県,岩手県,総数,737
2016,福島県,岩手県,男,436
2016,福島県,岩手県,女,301
2016,茨城県,岩手県,総数,282
2016,茨城県,岩手県,男,170
2016,茨城県,岩手県,女,112
2016,栃木県,岩手県,総数,226
2016,栃木県,岩手県,男,147
2016,栃木県,岩手県,女,79
2016,群馬県,岩手県,総数,168
2016,群馬県,岩手県,男,108
2016,群馬県,岩手県,女,60
2016,埼玉県,岩手県,総数,1025
2016,埼玉県,岩手県,男,592
2016,埼玉県,岩手県,女,433
2016,千葉県,岩手県,総数,829
2016,千葉県,岩手県,男,497
2016,千葉県,岩手県,女,332
2016,東京都,岩手県,総数,2377
2016,東京都,岩手県,男,1311
2016,東京都,岩手県,女,1066
2016,神奈川県,岩手県,総数,1191
2016,神奈川県,岩手県,男,727
2016,神奈川県,岩手県,女,464
2016,新潟県,岩手県,総数,153
2016,新潟県,岩手県,男,94
2016,新潟県,岩手県,女,59
2016,富山県,岩手県,総数,49
2016,富山県,岩手県,男,31
2016,富山県,岩手県,女,18
2016,石川県,岩手県,総数,54
2016,石川県,岩手県,男,35
2016,石川県,岩手県,女,19
2016,福井県,岩手県,総数,17
2016,福井県,岩手県,男,10
2016,福井県,岩手県,女,7
2016,山梨県,岩手県,総数,58
2016,山梨県,岩手県,男,36
2016,山梨県,岩手県,女,22
2016,長野県,岩手県,総数,101
2016,長野県,岩手県,男,56
2016,長野県,岩手県,女,45
2016,岐阜県,岩手県,総数,49
2016,岐阜県,岩手県,男,31
2016,岐阜県,岩手県,女,18
2016,静岡県,岩手県,総数,262
2016,静岡県,岩手県,男,157
2016,静岡県,岩手県,女,105
2016,愛知県,岩手県,総数,285
2016,愛知県,岩手県,男,199
2016,愛知県,岩手県,女,86
2016,三重県,岩手県,総数,173
2016,三重県,岩手県,男,106
2016,三重県,岩手県,女,67
2016,滋賀県,岩手県,総数,42
2016,滋賀県,岩手県,男,24
2016,滋賀県,岩手県,女,18
2016,京都府,岩手県,総数,96
2016,京都府,岩手県,男,52
2016,京都府,岩手県,女,44
2016,大阪府,岩手県,総数,214
2016,大阪府,岩手県,男,133
2016,大阪府,岩手県,女,81
2016,兵庫県,岩手県,総数,162
2016,兵庫県,岩手県,男,104
2016,兵庫県,岩手県,女,58
2016,奈良県,岩手県,総数,36
2016,奈良県,岩手県,男,19
2016,奈良県,岩手県,女,17
2016,和歌山県,岩手県,総数,12
2016,和歌山県,岩手県,男,9
2016,和歌山県,岩手県,女,3
2016,鳥取県,岩手県,総数,11
2016,鳥取県,岩手県,男,7
2016,鳥取県,岩手県,女,4
2016,島根県,岩手県,総数,17
2016,島根県,岩手県,男,12
2016,島根県,岩手県,女,5
2016,岡山県,岩手県,総数,26
2016,岡山県,岩手県,男,18
2016,岡山県,岩手県,女,8
2016,広島県,岩手県,総数,68
2016,広島県,岩手県,男,42
2016,広島県,岩手県,女,26
2016,山口県,岩手県,総数,35
2016,山口県,岩手県,男,19
2016,山口県,岩手県,女,16
2016,徳島県,岩手県,総数,13
2016,徳島県,岩手県,男,10
2016,徳島県,岩手県,女,3
2016,香川県,岩手県,総数,16
2016,香川県,岩手県,男,11
2016,香川県,岩手県,女,5
2016,愛媛県,岩手県,総数,36
2016,愛媛県,岩手県,男,23
2016,愛媛県,岩手県,女,13
2016,高知県,岩手県,総数,12
2016,高知県,岩手県,男,7
2016,高知県,岩手県,女,5
2016,福岡県,岩手県,総数,142
2016,福岡県,岩手県,男,88
2016,福岡県,岩手県,女,54
2016,佐賀県,岩手県,総数,11
2016,佐賀県,岩手県,男,10
2016,佐賀県,岩手県,女,1
2016,長崎県,岩手県,総数,23
2016,長崎県,岩手県,男,12
2016,長崎県,岩手県,女,11
2016,熊本県,岩手県,総数,36
2016,熊本県,岩手県,男,25
2016,熊本県,岩手県,女,11
2016,大分県,岩手県,総数,33
2016,大分県,岩手県,男,19
2016,大分県,岩手県,女,14
2016,宮崎県,岩手県,総数,24
2016,宮崎県,岩手県,男,14
2016,宮崎県,岩手県,女,10
2016,鹿児島県,岩手県,総数,38
2016,鹿児島県,岩手県,男,20
2016,鹿児島県,岩手県,女,18
2016,沖縄県,岩手県,総数,63
2016,沖縄県,岩手県,男,37
2016,沖縄県,岩手県,女,26
2016,北海道,宮城県,総数,2253
2016,北海道,宮城県,男,1380
2016,北海道,宮城県,女,873
2016,青森県,宮城県,総数,3076
2016,青森県,宮城県,男,1666
2016,青森県,宮城県,女,1410
2016,岩手県,宮城県,総数,4633
2016,岩手県,宮城県,男,2441
2016,岩手県,宮城県,女,2192
2016,宮城県,宮城県,総数,0
2016,宮城県,宮城県,男,0
2016,宮城県,宮城県,女,0
2016,秋田県,宮城県,総数,2600
2016,秋田県,宮城県,男,1408
2016,秋田県,宮城県,女,1192
2016,山形県,宮城県,総数,3722
2016,山形県,宮城県,男,2016
2016,山形県,宮城県,女,1706
2016,福島県,宮城県,総数,4931
2016,福島県,宮城県,男,2763
2016,福島県,宮城県,女,2168
2016,茨城県,宮城県,総数,884
2016,茨城県,宮城県,男,545
2016,茨城県,宮城県,女,339
2016,栃木県,宮城県,総数,915
2016,栃木県,宮城県,男,536
2016,栃木県,宮城県,女,379
2016,群馬県,宮城県,総数,473
2016,群馬県,宮城県,男,300
2016,群馬県,宮城県,女,173
2016,埼玉県,宮城県,総数,2848
2016,埼玉県,宮城県,男,1735
2016,埼玉県,宮城県,女,1113
2016,千葉県,宮城県,総数,2349
2016,千葉県,宮城県,男,1431
2016,千葉県,宮城県,女,918
2016,東京都,宮城県,総数,6354
2016,東京都,宮城県,男,3723
2016,東京都,宮城県,女,2631
2016,神奈川県,宮城県,総数,3320
2016,神奈川県,宮城県,男,2045
2016,神奈川県,宮城県,女,1275
2016,新潟県,宮城県,総数,806
2016,新潟県,宮城県,男,502
2016,新潟県,宮城県,女,304
2016,富山県,宮城県,総数,159
2016,富山県,宮城県,男,96
2016,富山県,宮城県,女,63
2016,石川県,宮城県,総数,226
2016,石川県,宮城県,男,145
2016,石川県,宮城県,女,81
2016,福井県,宮城県,総数,54
2016,福井県,宮城県,男,34
2016,福井県,宮城県,女,20
2016,山梨県,宮城県,総数,151
2016,山梨県,宮城県,男,96
2016,山梨県,宮城県,女,55
2016,長野県,宮城県,総数,253
2016,長野県,宮城県,男,156
2016,長野県,宮城県,女,97
2016,岐阜県,宮城県,総数,170
2016,岐阜県,宮城県,男,110
2016,岐阜県,宮城県,女,60
2016,静岡県,宮城県,総数,765
2016,静岡県,宮城県,男,486
2016,静岡県,宮城県,女,279
2016,愛知県,宮城県,総数,1129
2016,愛知県,宮城県,男,713
2016,愛知県,宮城県,女,416
2016,三重県,宮城県,総数,203
2016,三重県,宮城県,男,131
2016,三重県,宮城県,女,72
2016,滋賀県,宮城県,総数,148
2016,滋賀県,宮城県,男,93
2016,滋賀県,宮城県,女,55
2016,京都府,宮城県,総数,283
2016,京都府,宮城県,男,185
2016,京都府,宮城県,女,98
2016,大阪府,宮城県,総数,1043
2016,大阪府,宮城県,男,632
2016,大阪府,宮城県,女,411
2016,兵庫県,宮城県,総数,559
2016,兵庫県,宮城県,男,341
2016,兵庫県,宮城県,女,218
2016,奈良県,宮城県,総数,153
2016,奈良県,宮城県,男,82
2016,奈良県,宮城県,女,71
2016,和歌山県,宮城県,総数,64
2016,和歌山県,宮城県,男,43
2016,和歌山県,宮城県,女,21
2016,鳥取県,宮城県,総数,73
2016,鳥取県,宮城県,男,43
2016,鳥取県,宮城県,女,30
2016,島根県,宮城県,総数,42
2016,島根県,宮城県,男,33
2016,島根県,宮城県,女,9
2016,岡山県,宮城県,総数,169
2016,岡山県,宮城県,男,102
2016,岡山県,宮城県,女,67
2016,広島県,宮城県,総数,321
2016,広島県,宮城県,男,196
2016,広島県,宮城県,女,125
2016,山口県,宮城県,総数,74
2016,山口県,宮城県,男,45
2016,山口県,宮城県,女,29
2016,徳島県,宮城県,総数,34
2016,徳島県,宮城県,男,16
2016,徳島県,宮城県,女,18
2016,香川県,宮城県,総数,109
2016,香川県,宮城県,男,69
2016,香川県,宮城県,女,40
2016,愛媛県,宮城県,総数,122
2016,愛媛県,宮城県,男,77
2016,愛媛県,宮城県,女,45
2016,高知県,宮城県,総数,53
2016,高知県,宮城県,男,37
2016,高知県,宮城県,女,16
2016,福岡県,宮城県,総数,704
2016,福岡県,宮城県,男,436
2016,福岡県,宮城県,女,268
2016,佐賀県,宮城県,総数,50
2016,佐賀県,宮城県,男,31
2016,佐賀県,宮城県,女,19
2016,長崎県,宮城県,総数,98
2016,長崎県,宮城県,男,65
2016,長崎県,宮城県,女,33
2016,熊本県,宮城県,総数,136
2016,熊本県,宮城県,男,95
2016,熊本県,宮城県,女,41
2016,大分県,宮城県,総数,74
2016,大分県,宮城県,男,47
2016,大分県,宮城県,女,27
2016,宮崎県,宮城県,総数,147
2016,宮崎県,宮城県,男,114
2016,宮崎県,宮城県,女,33
2016,鹿児島県,宮城県,総数,126
2016,鹿児島県,宮城県,男,81
2016,鹿児島県,宮城県,女,45
2016,沖縄県,宮城県,総数,268
2016,沖縄県,宮城県,男,143
2016,沖縄県,宮城県,女,125
2016,北海道,秋田県,総数,529
2016,北海道,秋田県,男,294
2016,北海道,秋田県,女,235
2016,青森県,秋田県,総数,889
2016,青森県,秋田県,男,507
2016,青森県,秋田県,女,382
2016,岩手県,秋田県,総数,960
2016,岩手県,秋田県,男,544
2016,岩手県,秋田県,女,416
2016,宮城県,秋田県,総数,1737
2016,宮城県,秋田県,男,1030
2016,宮城県,秋田県,女,707
2016,秋田県,秋田県,総数,0
2016,秋田県,秋田県,男,0
2016,秋田県,秋田県,女,0
2016,山形県,秋田県,総数,474
2016,山形県,秋田県,男,275
2016,山形県,秋田県,女,199
2016,福島県,秋田県,総数,452
2016,福島県,秋田県,男,294
2016,福島県,秋田県,女,158
2016,茨城県,秋田県,総数,145
2016,茨城県,秋田県,男,95
2016,茨城県,秋田県,女,50
2016,栃木県,秋田県,総数,191
2016,栃木県,秋田県,男,117
2016,栃木県,秋田県,女,74
2016,群馬県,秋田県,総数,125
2016,群馬県,秋田県,男,85
2016,群馬県,秋田県,女,40
2016,埼玉県,秋田県,総数,792
2016,埼玉県,秋田県,男,465
2016,埼玉県,秋田県,女,327
2016,千葉県,秋田県,総数,606
2016,千葉県,秋田県,男,349
2016,千葉県,秋田県,女,257
2016,東京都,秋田県,総数,1802
2016,東京都,秋田県,男,966
2016,東京都,秋田県,女,836
2016,神奈川県,秋田県,総数,892
2016,神奈川県,秋田県,男,487
2016,神奈川県,秋田県,女,405
2016,新潟県,秋田県,総数,253
2016,新潟県,秋田県,男,145
2016,新潟県,秋田県,女,108
2016,富山県,秋田県,総数,30
2016,富山県,秋田県,男,20
2016,富山県,秋田県,女,10
2016,石川県,秋田県,総数,36
2016,石川県,秋田県,男,25
2016,石川県,秋田県,女,11
2016,福井県,秋田県,総数,19
2016,福井県,秋田県,男,8
2016,福井県,秋田県,女,11
2016,山梨県,秋田県,総数,36
2016,山梨県,秋田県,男,20
2016,山梨県,秋田県,女,16
2016,長野県,秋田県,総数,90
2016,長野県,秋田県,男,55
2016,長野県,秋田県,女,35
2016,岐阜県,秋田県,総数,36
2016,岐阜県,秋田県,男,23
2016,岐阜県,秋田県,女,13
2016,静岡県,秋田県,総数,201
2016,静岡県,秋田県,男,117
2016,静岡県,秋田県,女,84
2016,愛知県,秋田県,総数,276
2016,愛知県,秋田県,男,174
2016,愛知県,秋田県,女,102
2016,三重県,秋田県,総数,28
2016,三重県,秋田県,男,19
2016,三重県,秋田県,女,9
2016,滋賀県,秋田県,総数,22
2016,滋賀県,秋田県,男,14
2016,滋賀県,秋田県,女,8
2016,京都府,秋田県,総数,55
2016,京都府,秋田県,男,30
2016,京都府,秋田県,女,25
2016,大阪府,秋田県,総数,158
2016,大阪府,秋田県,男,96
2016,大阪府,秋田県,女,62
2016,兵庫県,秋田県,総数,75
2016,兵庫県,秋田県,男,44
2016,兵庫県,秋田県,女,31
2016,奈良県,秋田県,総数,38
2016,奈良県,秋田県,男,20
2016,奈良県,秋田県,女,18
2016,和歌山県,秋田県,総数,19
2016,和歌山県,秋田県,男,12
2016,和歌山県,秋田県,女,7
2016,鳥取県,秋田県,総数,17
2016,鳥取県,秋田県,男,10
2016,鳥取県,秋田県,女,7
2016,島根県,秋田県,総数,7
2016,島根県,秋田県,男,7
2016,島根県,秋田県,女,0
2016,岡山県,秋田県,総数,45
2016,岡山県,秋田県,男,27
2016,岡山県,秋田県,女,18
2016,広島県,秋田県,総数,39
2016,広島県,秋田県,男,20
2016,広島県,秋田県,女,19
2016,山口県,秋田県,総数,19
2016,山口県,秋田県,男,12
2016,山口県,秋田県,女,7
2016,徳島県,秋田県,総数,10
2016,徳島県,秋田県,男,4
2016,徳島県,秋田県,女,6
2016,香川県,秋田県,総数,13
2016,香川県,秋田県,男,6
2016,香川県,秋田県,女,7
2016,愛媛県,秋田県,総数,19
2016,愛媛県,秋田県,男,11
2016,愛媛県,秋田県,女,8
2016,高知県,秋田県,総数,9
2016,高知県,秋田県,男,3
2016,高知県,秋田県,女,6
2016,福岡県,秋田県,総数,58
2016,福岡県,秋田県,男,42
2016,福岡県,秋田県,女,16
2016,佐賀県,秋田県,総数,10
2016,佐賀県,秋田県,男,4
2016,佐賀県,秋田県,女,6
2016,長崎県,秋田県,総数,13
2016,長崎県,秋田県,男,7
2016,長崎県,秋田県,女,6
2016,熊本県,秋田県,総数,22
2016,熊本県,秋田県,男,11
2016,熊本県,秋田県,女,11
2016,大分県,秋田県,総数,16
2016,大分県,秋田県,男,10
2016,大分県,秋田県,女,6
2016,宮崎県,秋田県,総数,18
2016,宮崎県,秋田県,男,9
2016,宮崎県,秋田県,女,9
2016,鹿児島県,秋田県,総数,25
2016,鹿児島県,秋田県,男,11
2016,鹿児島県,秋田県,女,14
2016,沖縄県,秋田県,総数,47
2016,沖縄県,秋田県,男,24
2016,沖縄県,秋田県,女,23
2016,北海道,山形県,総数,480
2016,北海道,山形県,男,270
2016,北海道,山形県,女,210
2016,青森県,山形県,総数,378
2016,青森県,山形県,男,229
2016,青森県,山形県,女,149
2016,岩手県,山形県,総数,422
2016,岩手県,山形県,男,222
2016,岩手県,山形県,女,200
2016,宮城県,山形県,総数,2834
2016,宮城県,山形県,男,1558
2016,宮城県,山形県,女,1276
2016,秋田県,山形県,総数,597
2016,秋田県,山形県,男,329
2016,秋田県,山形県,女,268
2016,山形県,山形県,総数,0
2016,山形県,山形県,男,0
2016,山形県,山形県,女,0
2016,福島県,山形県,総数,960
2016,福島県,山形県,男,541
2016,福島県,山形県,女,419
2016,茨城県,山形県,総数,237
2016,茨城県,山形県,男,148
2016,茨城県,山形県,女,89
2016,栃木県,山形県,総数,277
2016,栃木県,山形県,男,161
2016,栃木県,山形県,女,116
2016,群馬県,山形県,総数,160
2016,群馬県,山形県,男,98
2016,群馬県,山形県,女,62
2016,埼玉県,山形県,総数,781
2016,埼玉県,山形県,男,452
2016,埼玉県,山形県,女,329
2016,千葉県,山形県,総数,585
2016,千葉県,山形県,男,332
2016,千葉県,山形県,女,253
2016,東京都,山形県,総数,2013
2016,東京都,山形県,男,1099
2016,東京都,山形県,女,914
2016,神奈川県,山形県,総数,1030
2016,神奈川県,山形県,男,566
2016,神奈川県,山形県,女,464
2016,新潟県,山形県,総数,513
2016,新潟県,山形県,男,295
2016,新潟県,山形県,女,218
2016,富山県,山形県,総数,31
2016,富山県,山形県,男,15
2016,富山県,山形県,女,16
2016,石川県,山形県,総数,55
2016,石川県,山形県,男,37
2016,石川県,山形県,女,18
2016,福井県,山形県,総数,17
2016,福井県,山形県,男,8
2016,福井県,山形県,女,9
2016,山梨県,山形県,総数,44
2016,山梨県,山形県,男,26
2016,山梨県,山形県,女,18
2016,長野県,山形県,総数,116
2016,長野県,山形県,男,78
2016,長野県,山形県,女,38
2016,岐阜県,山形県,総数,40
2016,岐阜県,山形県,男,21
2016,岐阜県,山形県,女,19
2016,静岡県,山形県,総数,198
2016,静岡県,山形県,男,99
2016,静岡県,山形県,女,99
2016,愛知県,山形県,総数,214
2016,愛知県,山形県,男,140
2016,愛知県,山形県,女,74
2016,三重県,山形県,総数,59
2016,三重県,山形県,男,33
2016,三重県,山形県,女,26
2016,滋賀県,山形県,総数,42
2016,滋賀県,山形県,男,25
2016,滋賀県,山形県,女,17
2016,京都府,山形県,総数,76
2016,京都府,山形県,男,37
2016,京都府,山形県,女,39
2016,大阪府,山形県,総数,192
2016,大阪府,山形県,男,104
2016,大阪府,山形県,女,88
2016,兵庫県,山形県,総数,88
2016,兵庫県,山形県,男,52
2016,兵庫県,山形県,女,36
2016,奈良県,山形県,総数,25
2016,奈良県,山形県,男,13
2016,奈良県,山形県,女,12
2016,和歌山県,山形県,総数,23
2016,和歌山県,山形県,男,14
2016,和歌山県,山形県,女,9
2016,鳥取県,山形県,総数,6
2016,鳥取県,山形県,男,2
2016,鳥取県,山形県,女,4
2016,島根県,山形県,総数,10
2016,島根県,山形県,男,3
2016,島根県,山形県,女,7
2016,岡山県,山形県,総数,34
2016,岡山県,山形県,男,21
2016,岡山県,山形県,女,13
2016,広島県,山形県,総数,42
2016,広島県,山形県,男,25
2016,広島県,山形県,女,17
2016,山口県,山形県,総数,30
2016,山口県,山形県,男,16
2016,山口県,山形県,女,14
2016,徳島県,山形県,総数,10
2016,徳島県,山形県,男,5
2016,徳島県,山形県,女,5
2016,香川県,山形県,総数,14
2016,香川県,山形県,男,7
2016,香川県,山形県,女,7
2016,愛媛県,山形県,総数,9
2016,愛媛県,山形県,男,5
2016,愛媛県,山形県,女,4
2016,高知県,山形県,総数,8
2016,高知県,山形県,男,4
2016,高知県,山形県,女,4
2016,福岡県,山形県,総数,94
2016,福岡県,山形県,男,53
2016,福岡県,山形県,女,41
2016,佐賀県,山形県,総数,16
2016,佐賀県,山形県,男,8
2016,佐賀県,山形県,女,8
2016,長崎県,山形県,総数,20
