year,origin,destination,gender,migration
2018,大阪府,山形県,総数,167
2018,大阪府,山形県,男,96
2018,大阪府,山形県,女,71
2018,兵庫県,山形県,総数,79
2018,兵庫県,山形県,男,49
2018,兵庫県,山形県,女,30
2018,奈良県,山形県,総数,15
2018,奈良県,山形県,男,9
2018,奈良県,山形県,女,6
2018,和歌山県,山形県,総数,18
2018,和歌山県,山形県,男,11
2018,和歌山県,山形県,女,7
2018,鳥取県,山形県,総数,9
2018,鳥取県,山形県,男,6
2018,鳥取県,山形県,女,3
2018,島根県,山形県,総数,5
2018,島根県,山形県,男,2
2018,島根県,山形県,女,3
2018,岡山県,山形県,総数,19
2018,岡山県,山形県,男,10
2018,岡山県,山形県,女,9
2018,広島県,山形県,総数,56
2018,広島県,山形県,男,36
2018,広島県,山形県,女,20
2018,山口県,山形県,総数,18
2018,山口県,山形県,男,11
2018,山口県,山形県,女,7
2018,徳島県,山形県,総数,7
2018,徳島県,山形県,男,3
2018,徳島県,山形県,女,4
2018,香川県,山形県,総数,11
2018,香川県,山形県,男,6
2018,香川県,山形県,女,5
2018,愛媛県,山形県,総数,18
2018,愛媛県,山形県,男,7
2018,愛媛県,山形県,女,11
2018,高知県,山形県,総数,7
2018,高知県,山形県,男,5
2018,高知県,山形県,女,2
2018,福岡県,山形県,総数,95
2018,福岡県,山形県,男,61
2018,福岡県,山形県,女,34
2018,佐賀県,山形県,総数,14
